ID,age,age bucket,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,response
31330,46,38 to 58,services,married,high.school,no,no,no,cellular,may,wed,174,0
31331,49,38 to 58,technician,married,university.degree,no,yes,no,cellular,may,wed,89,0
31332,58,38 to 58,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,74,0
31333,41,38 to 58,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,540,1
31334,44,38 to 58,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,181,0
31335,45,38 to 58,blue-collar,married,basic.4y,unknown,no,no,cellular,may,wed,193,0
31336,44,38 to 58,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,288,0
31337,37,17 to 37,admin.,married,university.degree,no,no,no,cellular,may,wed,305,0
31338,33,17 to 37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,353,0
31339,47,38 to 58,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,169,0
31340,47,38 to 58,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,139,0
31341,54,38 to 58,management,divorced,university.degree,no,yes,no,cellular,may,wed,127,0
31342,37,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,204,0
31343,33,17 to 37,admin.,married,high.school,no,yes,no,cellular,may,wed,137,0
31344,35,17 to 37,admin.,married,professional.course,no,yes,no,cellular,may,wed,827,0
31345,31,17 to 37,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,150,0
31346,36,17 to 37,admin.,single,basic.6y,no,yes,no,cellular,may,wed,402,0
31347,27,17 to 37,admin.,married,high.school,no,yes,no,cellular,may,wed,319,0
31348,35,17 to 37,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,203,0
31349,39,38 to 58,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,109,0
31350,38,38 to 58,blue-collar,unknown,high.school,no,no,no,cellular,may,wed,311,0
31351,39,38 to 58,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,110,0
31352,42,38 to 58,blue-collar,divorced,high.school,unknown,yes,no,cellular,may,wed,175,0
31353,34,17 to 37,admin.,divorced,university.degree,no,no,no,cellular,may,wed,207,0
31354,33,17 to 37,entrepreneur,married,university.degree,unknown,yes,no,cellular,may,wed,92,0
31355,52,38 to 58,admin.,single,unknown,unknown,yes,no,cellular,may,wed,147,0
31356,33,17 to 37,admin.,married,high.school,no,yes,no,telephone,may,wed,48,0
31357,37,17 to 37,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,164,0
31358,52,38 to 58,admin.,single,unknown,unknown,no,no,cellular,may,wed,321,0
31359,31,17 to 37,management,single,high.school,no,no,no,cellular,may,wed,90,0
31360,34,17 to 37,admin.,married,high.school,no,no,no,cellular,may,wed,191,0
31361,37,17 to 37,services,married,high.school,no,yes,no,cellular,may,wed,130,0
31362,37,17 to 37,services,married,high.school,no,no,no,cellular,may,wed,317,0
31363,34,17 to 37,admin.,married,university.degree,no,no,no,cellular,may,wed,138,0
31364,33,17 to 37,admin.,single,university.degree,no,yes,no,cellular,may,wed,194,0
31365,28,17 to 37,technician,married,professional.course,no,no,no,cellular,may,wed,550,1
31366,34,17 to 37,admin.,married,high.school,no,no,yes,cellular,may,wed,811,0
31367,36,17 to 37,admin.,single,basic.6y,no,yes,no,telephone,may,wed,125,0
31368,33,17 to 37,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,430,1
31369,53,38 to 58,admin.,married,university.degree,unknown,yes,no,cellular,may,wed,124,0
31370,54,38 to 58,blue-collar,married,high.school,no,yes,yes,cellular,may,wed,184,0
31371,27,17 to 37,services,single,high.school,unknown,yes,no,cellular,may,wed,124,0
31372,40,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,182,0
31373,38,38 to 58,blue-collar,married,high.school,unknown,yes,no,cellular,may,wed,118,0
31374,48,38 to 58,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,79,0
31375,37,17 to 37,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,138,0
31376,29,17 to 37,technician,single,professional.course,no,no,yes,cellular,may,wed,289,0
31377,39,38 to 58,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,482,0
31378,36,17 to 37,technician,single,professional.course,unknown,no,no,cellular,may,wed,654,0
31379,29,17 to 37,admin.,single,university.degree,no,no,no,cellular,may,wed,198,0
31380,35,17 to 37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,145,0
31381,33,17 to 37,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,116,0
31382,35,17 to 37,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,500,0
31383,29,17 to 37,services,married,high.school,unknown,unknown,unknown,cellular,may,wed,141,0
31384,48,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,68,0
31385,44,38 to 58,admin.,married,high.school,no,yes,no,cellular,may,wed,346,0
31386,40,38 to 58,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,131,0
31387,51,38 to 58,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,220,0
31388,36,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,181,0
31389,37,17 to 37,housemaid,married,basic.6y,unknown,yes,yes,cellular,may,wed,756,0
31390,41,38 to 58,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,309,0
31391,54,38 to 58,technician,divorced,university.degree,no,no,no,cellular,may,wed,91,0
31392,33,17 to 37,services,married,high.school,no,yes,yes,cellular,may,wed,323,0
31393,30,17 to 37,admin.,single,university.degree,no,no,no,cellular,may,wed,82,0
31394,51,38 to 58,admin.,divorced,high.school,no,yes,yes,cellular,may,wed,316,0
31395,39,38 to 58,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,283,0
31396,24,17 to 37,student,single,basic.9y,no,no,no,cellular,may,wed,133,0
31397,51,38 to 58,admin.,single,university.degree,no,yes,yes,cellular,may,wed,120,0
31398,48,38 to 58,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,189,0
31399,58,38 to 58,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,127,0
31400,53,38 to 58,blue-collar,married,professional.course,unknown,yes,no,cellular,may,wed,251,0
31401,27,17 to 37,technician,single,university.degree,no,yes,yes,cellular,may,wed,754,1
31402,37,17 to 37,blue-collar,single,professional.course,no,no,no,cellular,may,wed,84,0
31403,33,17 to 37,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,320,0
31404,39,38 to 58,unemployed,married,basic.9y,no,yes,no,cellular,may,wed,222,0
31405,28,17 to 37,self-employed,single,university.degree,no,no,no,cellular,may,wed,554,1
31406,32,17 to 37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,302,0
31407,52,38 to 58,blue-collar,married,basic.4y,unknown,no,no,cellular,may,wed,239,0
31408,51,38 to 58,entrepreneur,single,basic.9y,no,yes,no,cellular,may,wed,396,1
31409,58,38 to 58,self-employed,married,unknown,unknown,no,no,cellular,may,wed,250,0
31410,33,17 to 37,technician,married,professional.course,unknown,no,no,cellular,may,wed,167,0
31411,40,38 to 58,housemaid,divorced,high.school,no,yes,no,cellular,may,wed,136,0
31412,37,17 to 37,housemaid,married,basic.6y,unknown,no,no,cellular,may,wed,322,0
31413,32,17 to 37,technician,single,professional.course,no,yes,no,cellular,may,wed,97,0
31414,42,38 to 58,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,206,0
31415,37,17 to 37,admin.,single,university.degree,no,no,no,cellular,may,wed,51,0
31416,35,17 to 37,services,single,high.school,no,no,no,cellular,may,wed,281,0
31417,34,17 to 37,housemaid,married,high.school,unknown,yes,yes,cellular,may,wed,17,0
31418,39,38 to 58,management,married,university.degree,unknown,no,no,cellular,may,wed,825,0
31419,30,17 to 37,admin.,divorced,high.school,no,yes,no,telephone,may,wed,62,0
31420,28,17 to 37,admin.,single,high.school,no,yes,yes,cellular,may,wed,253,0
31421,48,38 to 58,entrepreneur,married,basic.9y,unknown,no,no,cellular,may,wed,487,0
31422,49,38 to 58,admin.,married,university.degree,no,no,no,cellular,may,wed,155,0
31423,33,17 to 37,admin.,single,university.degree,no,yes,no,cellular,may,wed,96,0
31424,34,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,311,0
31425,51,38 to 58,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,90,0
31426,30,17 to 37,management,single,high.school,no,no,yes,cellular,may,wed,402,0
31427,51,38 to 58,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,wed,22,0
31428,33,17 to 37,services,married,high.school,no,yes,no,cellular,may,wed,89,0
31429,36,17 to 37,technician,single,professional.course,unknown,yes,no,cellular,may,wed,228,0
31430,34,17 to 37,admin.,married,high.school,no,no,no,cellular,may,wed,350,0
31431,34,17 to 37,technician,divorced,professional.course,no,yes,no,telephone,may,wed,175,0
31432,28,17 to 37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,549,0
31433,36,17 to 37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,133,0
31434,32,17 to 37,technician,married,professional.course,no,yes,yes,cellular,may,wed,160,0
31435,43,38 to 58,management,married,university.degree,no,yes,no,cellular,may,wed,192,0
31436,32,17 to 37,technician,divorced,basic.9y,no,yes,yes,cellular,may,wed,103,0
31437,46,38 to 58,services,married,high.school,unknown,no,no,cellular,may,wed,765,1
31438,40,38 to 58,blue-collar,married,unknown,no,yes,no,cellular,may,wed,88,0
31439,30,17 to 37,admin.,divorced,high.school,no,yes,no,cellular,may,wed,422,0
31440,47,38 to 58,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,74,0
31441,34,17 to 37,admin.,married,university.degree,no,no,no,telephone,may,wed,149,0
31442,30,17 to 37,services,single,high.school,unknown,yes,no,cellular,may,wed,70,0
31443,29,17 to 37,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,87,0
31444,41,38 to 58,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,233,0
31445,43,38 to 58,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,28,0
31446,52,38 to 58,admin.,single,unknown,unknown,no,yes,cellular,may,wed,346,0
31447,46,38 to 58,management,married,university.degree,unknown,yes,yes,cellular,may,wed,172,0
31448,35,17 to 37,services,married,basic.9y,no,yes,no,cellular,may,wed,523,0
31449,36,17 to 37,management,single,university.degree,no,yes,yes,cellular,may,wed,147,0
31450,54,38 to 58,management,divorced,university.degree,no,yes,yes,cellular,may,wed,265,0
31451,54,38 to 58,technician,divorced,university.degree,no,yes,no,cellular,may,wed,57,0
31452,40,38 to 58,services,married,high.school,no,no,no,cellular,may,wed,246,0
31453,39,38 to 58,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,82,0
31454,33,17 to 37,entrepreneur,single,high.school,no,yes,yes,cellular,may,wed,328,0
31455,37,17 to 37,admin.,single,high.school,no,no,no,cellular,may,wed,151,0
31456,33,17 to 37,management,married,university.degree,no,yes,no,cellular,may,wed,85,0
31457,51,38 to 58,management,divorced,university.degree,no,no,no,cellular,may,wed,345,0
31458,34,17 to 37,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,168,0
31459,36,17 to 37,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,239,0
31460,52,38 to 58,services,married,basic.6y,no,yes,no,cellular,may,wed,169,0
31461,58,38 to 58,retired,married,basic.4y,no,yes,no,cellular,may,wed,358,0
31462,31,17 to 37,blue-collar,single,high.school,no,yes,no,cellular,may,wed,116,0
31463,35,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,222,0
31464,33,17 to 37,technician,married,university.degree,no,no,no,cellular,may,wed,1489,1
31465,33,17 to 37,entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,349,0
31466,30,17 to 37,services,married,high.school,unknown,no,yes,cellular,may,wed,102,0
31467,41,38 to 58,admin.,single,university.degree,no,no,yes,cellular,may,wed,593,0
31468,36,17 to 37,blue-collar,single,high.school,no,no,yes,cellular,may,wed,1347,1
31469,28,17 to 37,admin.,single,university.degree,no,yes,no,cellular,may,wed,69,0
31470,36,17 to 37,technician,single,university.degree,no,no,no,cellular,may,wed,307,0
31471,31,17 to 37,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,242,0
31472,37,17 to 37,self-employed,divorced,university.degree,no,no,no,cellular,may,wed,143,0
31473,39,38 to 58,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,129,0
31474,42,38 to 58,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,320,0
31475,31,17 to 37,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,290,0
31476,44,38 to 58,unemployed,married,basic.9y,no,yes,no,cellular,may,wed,206,0
31477,38,38 to 58,self-employed,married,basic.9y,no,no,no,cellular,may,wed,270,0
31478,48,38 to 58,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,1369,0
31479,35,17 to 37,technician,married,professional.course,no,yes,no,cellular,may,wed,456,0
31480,41,38 to 58,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,wed,17,0
31481,49,38 to 58,services,single,high.school,no,no,yes,cellular,may,wed,231,0
31482,28,17 to 37,admin.,married,high.school,no,yes,no,cellular,may,wed,293,0
31483,34,17 to 37,services,married,high.school,no,no,no,cellular,may,wed,215,0
31484,35,17 to 37,technician,married,professional.course,no,no,yes,cellular,may,wed,273,0
31485,33,17 to 37,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,804,0
31486,48,38 to 58,entrepreneur,single,professional.course,no,yes,no,cellular,may,wed,606,0
31487,29,17 to 37,admin.,single,university.degree,no,no,no,cellular,may,wed,142,0
31488,44,38 to 58,admin.,married,basic.9y,unknown,no,no,cellular,may,wed,217,0
31489,35,17 to 37,admin.,single,university.degree,no,no,no,cellular,may,wed,261,0
31490,32,17 to 37,services,married,high.school,no,yes,no,telephone,may,wed,309,0
31491,37,17 to 37,admin.,married,university.degree,no,no,no,cellular,may,wed,232,0
31492,48,38 to 58,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,wed,152,0
31493,50,38 to 58,admin.,divorced,university.degree,no,yes,no,cellular,may,wed,335,0
31494,52,38 to 58,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,437,0
31495,33,17 to 37,admin.,married,high.school,no,no,no,telephone,may,wed,167,0
31496,29,17 to 37,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,140,0
31497,42,38 to 58,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,458,0
31498,34,17 to 37,technician,married,professional.course,no,yes,no,cellular,may,wed,91,0
31499,36,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,284,0
31500,45,38 to 58,services,divorced,high.school,unknown,no,no,cellular,may,wed,185,0
31501,28,17 to 37,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,77,0
31502,29,17 to 37,student,single,basic.9y,no,no,no,cellular,may,wed,467,0
31503,41,38 to 58,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,187,0
31504,45,38 to 58,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,1074,1
31505,37,17 to 37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,97,0
31506,34,17 to 37,services,married,high.school,no,no,yes,cellular,may,wed,362,0
31507,39,38 to 58,technician,divorced,professional.course,no,no,yes,cellular,may,wed,445,0
31508,46,38 to 58,services,married,basic.9y,no,no,yes,cellular,may,wed,227,0
31509,33,17 to 37,admin.,single,high.school,no,yes,no,cellular,may,wed,281,0
31510,52,38 to 58,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,667,1
31511,33,17 to 37,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,686,1
31512,34,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,157,0
31513,48,38 to 58,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,22,0
31514,34,17 to 37,services,married,high.school,no,yes,no,telephone,may,wed,276,0
31515,34,17 to 37,blue-collar,married,unknown,no,no,no,cellular,may,wed,232,0
31516,43,38 to 58,unemployed,married,basic.4y,no,no,no,cellular,may,wed,117,0
31517,59,59 to 79,admin.,married,high.school,no,no,no,cellular,may,wed,232,0
31518,39,38 to 58,technician,single,professional.course,no,no,no,cellular,may,wed,940,0
31519,42,38 to 58,services,married,high.school,no,yes,no,cellular,may,wed,337,0
31520,34,17 to 37,housemaid,married,high.school,unknown,no,no,cellular,may,wed,361,0
31521,31,17 to 37,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,796,0
31522,38,38 to 58,technician,single,university.degree,no,yes,yes,cellular,may,wed,606,1
31523,39,38 to 58,technician,married,professional.course,no,no,no,cellular,may,thu,31,0
31524,57,38 to 58,admin.,married,high.school,unknown,yes,no,cellular,may,thu,55,0
31525,30,17 to 37,technician,single,professional.course,no,no,no,cellular,may,thu,86,0
31526,38,38 to 58,admin.,single,university.degree,no,no,no,cellular,may,thu,219,0
31527,38,38 to 58,management,married,unknown,no,no,no,telephone,may,thu,25,0
31528,31,17 to 37,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,210,0
31529,42,38 to 58,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,16,0
31530,51,38 to 58,services,married,professional.course,unknown,no,no,cellular,may,thu,113,0
31531,44,38 to 58,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,315,0
31532,28,17 to 37,services,married,basic.9y,unknown,yes,no,cellular,may,thu,343,0
31533,34,17 to 37,management,married,basic.4y,no,no,no,cellular,may,thu,175,0
31534,35,17 to 37,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,82,0
31535,45,38 to 58,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,270,0
31536,34,17 to 37,technician,married,university.degree,no,yes,no,cellular,may,thu,83,0
31537,44,38 to 58,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,57,0
31538,34,17 to 37,management,married,basic.4y,no,yes,no,cellular,may,thu,124,0
31539,27,17 to 37,admin.,single,high.school,no,yes,no,cellular,may,thu,240,0
31540,32,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,413,0
31541,33,17 to 37,technician,married,university.degree,no,yes,no,telephone,may,thu,755,0
31542,35,17 to 37,admin.,single,high.school,no,yes,yes,cellular,may,thu,106,0
31543,35,17 to 37,admin.,single,high.school,no,yes,no,cellular,may,thu,187,0
31544,31,17 to 37,housemaid,single,high.school,no,yes,no,cellular,may,thu,633,0
31545,50,38 to 58,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,247,0
31546,35,17 to 37,management,married,university.degree,no,no,no,cellular,may,thu,370,0
31547,30,17 to 37,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,205,0
31548,50,38 to 58,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,51,0
31549,32,17 to 37,admin.,single,university.degree,no,yes,yes,cellular,may,thu,195,0
31550,50,38 to 58,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,157,0
31551,26,17 to 37,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,531,0
31552,30,17 to 37,technician,single,professional.course,no,yes,no,cellular,may,thu,512,0
31553,45,38 to 58,admin.,married,high.school,no,yes,no,cellular,may,thu,155,0
31554,33,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,263,0
31555,37,17 to 37,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,204,0
31556,36,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,98,0
31557,36,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,82,0
31558,36,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,31,0
31559,35,17 to 37,admin.,single,high.school,no,no,no,cellular,may,thu,923,1
31560,36,17 to 37,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,thu,92,0
31561,36,17 to 37,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,47,0
31562,34,17 to 37,admin.,single,basic.6y,no,no,no,cellular,may,thu,22,0
31563,30,17 to 37,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,149,0
31564,54,38 to 58,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,98,0
31565,32,17 to 37,admin.,married,university.degree,no,yes,no,cellular,may,thu,62,0
31566,37,17 to 37,blue-collar,single,university.degree,unknown,no,no,cellular,may,thu,203,0
31567,24,17 to 37,services,single,high.school,unknown,yes,no,cellular,may,thu,689,0
31568,29,17 to 37,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,102,0
31569,36,17 to 37,technician,married,professional.course,no,yes,no,cellular,may,thu,191,0
31570,36,17 to 37,admin.,single,high.school,no,yes,no,cellular,may,thu,27,0
31571,28,17 to 37,admin.,single,high.school,no,yes,no,cellular,may,thu,203,0
31572,36,17 to 37,admin.,single,high.school,no,yes,yes,cellular,may,thu,277,0
31573,30,17 to 37,technician,single,university.degree,unknown,yes,no,cellular,may,thu,722,0
31574,36,17 to 37,technician,married,professional.course,no,yes,no,cellular,may,thu,449,0
31575,38,38 to 58,management,married,high.school,no,yes,no,telephone,may,thu,224,0
31576,30,17 to 37,services,single,high.school,no,yes,no,cellular,may,thu,189,0
31577,39,38 to 58,services,married,high.school,no,yes,no,telephone,may,thu,45,0
31578,36,17 to 37,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,248,0
31579,36,17 to 37,admin.,single,high.school,no,yes,yes,cellular,may,thu,127,0
31580,39,38 to 58,admin.,single,university.degree,no,no,no,cellular,may,thu,189,0
31581,40,38 to 58,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,549,0
31582,30,17 to 37,admin.,single,professional.course,no,yes,yes,cellular,may,thu,104,0
31583,39,38 to 58,entrepreneur,married,unknown,no,yes,yes,cellular,may,thu,85,0
31584,30,17 to 37,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu,252,0
31585,54,38 to 58,technician,single,university.degree,no,yes,yes,cellular,may,thu,121,0
31586,43,38 to 58,services,married,high.school,no,yes,no,cellular,may,thu,197,0
31587,30,17 to 37,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,348,0
31588,57,38 to 58,retired,divorced,high.school,no,yes,yes,cellular,may,thu,265,0
31589,54,38 to 58,technician,single,university.degree,no,yes,no,cellular,may,thu,333,0
31590,36,17 to 37,blue-collar,married,unknown,no,yes,no,cellular,may,thu,25,0
31591,30,17 to 37,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,623,1
31592,32,17 to 37,admin.,married,high.school,no,no,no,cellular,may,thu,84,0
31593,36,17 to 37,blue-collar,married,unknown,no,yes,no,cellular,may,thu,131,0
31594,32,17 to 37,admin.,married,high.school,no,yes,no,cellular,may,thu,132,0
31595,32,17 to 37,admin.,married,high.school,no,no,no,cellular,may,thu,104,0
31596,45,38 to 58,admin.,single,high.school,no,yes,no,cellular,may,thu,19,0
31597,32,17 to 37,admin.,married,high.school,no,no,no,cellular,may,thu,187,0
31598,33,17 to 37,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,197,0
31599,41,38 to 58,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,50,0
31600,38,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,201,0
31601,33,17 to 37,admin.,married,university.degree,no,yes,no,cellular,may,thu,171,0
31602,29,17 to 37,services,married,high.school,unknown,yes,no,cellular,may,thu,63,0
31603,42,38 to 58,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,183,0
31604,29,17 to 37,admin.,married,basic.9y,no,no,no,cellular,may,thu,113,0
31605,36,17 to 37,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,317,0
31606,29,17 to 37,admin.,married,high.school,no,no,no,cellular,may,thu,329,0
31607,43,38 to 58,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,95,0
31608,33,17 to 37,services,married,basic.9y,no,yes,no,cellular,may,thu,144,0
31609,31,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1957,0
31610,29,17 to 37,admin.,married,high.school,no,yes,no,cellular,may,thu,556,0
31611,26,17 to 37,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,49,0
31612,43,38 to 58,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,393,0
31613,34,17 to 37,management,married,university.degree,unknown,yes,no,cellular,may,thu,383,0
31614,39,38 to 58,admin.,married,high.school,no,yes,no,cellular,may,thu,141,0
31615,34,17 to 37,services,married,university.degree,no,no,no,cellular,may,thu,70,0
31616,43,38 to 58,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,327,0
31617,33,17 to 37,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,375,0
31618,47,38 to 58,technician,divorced,university.degree,unknown,yes,no,cellular,may,thu,101,0
31619,41,38 to 58,self-employed,married,professional.course,no,yes,no,cellular,may,thu,46,0
31620,35,17 to 37,services,single,high.school,no,no,no,cellular,may,thu,146,0
31621,35,17 to 37,services,single,high.school,no,no,yes,cellular,may,thu,184,0
31622,26,17 to 37,technician,single,professional.course,no,yes,no,cellular,may,thu,176,0
31623,31,17 to 37,admin.,married,university.degree,no,yes,yes,cellular,may,thu,148,0
31624,50,38 to 58,services,divorced,basic.9y,no,yes,no,cellular,may,thu,429,0
31625,25,17 to 37,services,single,high.school,no,no,no,cellular,may,thu,213,0
31626,28,17 to 37,technician,married,university.degree,no,yes,no,cellular,may,thu,402,0
31627,30,17 to 37,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,155,0
31628,33,17 to 37,self-employed,divorced,university.degree,no,yes,no,cellular,may,thu,130,0
31629,33,17 to 37,self-employed,divorced,university.degree,no,yes,no,cellular,may,thu,155,0
31630,32,17 to 37,admin.,single,professional.course,no,no,no,cellular,may,thu,290,0
31631,60,59 to 79,admin.,single,university.degree,no,yes,yes,cellular,may,thu,107,0
31632,60,59 to 79,admin.,single,university.degree,no,no,no,cellular,may,thu,87,0
31633,38,38 to 58,technician,single,high.school,unknown,yes,yes,cellular,may,thu,754,0
31634,29,17 to 37,services,married,professional.course,no,yes,yes,telephone,may,thu,29,0
31635,33,17 to 37,self-employed,divorced,university.degree,no,no,no,cellular,may,thu,345,0
31636,29,17 to 37,services,married,professional.course,no,no,no,cellular,may,thu,48,0
31637,29,17 to 37,services,married,professional.course,no,yes,no,cellular,may,thu,92,0
31638,29,17 to 37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,193,0
31639,37,17 to 37,student,single,university.degree,unknown,no,no,telephone,may,thu,149,0
31640,30,17 to 37,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,252,0
31641,52,38 to 58,entrepreneur,married,high.school,no,yes,no,cellular,may,thu,69,0
31642,52,38 to 58,entrepreneur,married,high.school,no,yes,no,cellular,may,thu,198,0
31643,33,17 to 37,services,married,high.school,no,no,no,telephone,may,thu,63,0
31644,34,17 to 37,admin.,single,unknown,no,yes,no,cellular,may,thu,172,0
31645,43,38 to 58,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,83,0
31646,42,38 to 58,blue-collar,married,university.degree,unknown,yes,no,cellular,may,thu,462,0
31647,33,17 to 37,services,married,high.school,no,yes,no,cellular,may,thu,397,0
31648,36,17 to 37,admin.,married,professional.course,no,no,no,cellular,may,thu,229,0
31649,32,17 to 37,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1046,1
31650,32,17 to 37,admin.,single,professional.course,no,no,no,cellular,may,thu,1145,0
31651,30,17 to 37,blue-collar,single,basic.6y,no,no,no,cellular,may,thu,159,0
31652,32,17 to 37,services,married,high.school,unknown,no,no,cellular,may,thu,56,0
31653,28,17 to 37,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,1148,1
